week,quantity,price,lakes,collusion,dm1,dm2,dm3,dm4,seas1,seas2,seas3,seas4,seas5,seas6,seas7,seas8,seas9,seas10,seas11,seas12,seas13
295,20881,0.15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
296,20970,0.15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
297,22835,0.15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
298,30986,0.15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
299,35308,0.15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
300,40034,0.15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
301,44776,0.15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
302,36288,0.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
303,27158,0.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
304,14622,0.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
305,15259,0.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
306,14680,0.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
307,15114,0.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
308,17686,0.2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
309,36336,0.2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
310,22569,0.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
311,23342,0.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
312,21269,0.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
313,18340,0.2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
314,19440,0.25,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
315,17056,0.25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
316,10713,0.25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
317,12836,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
318,12344,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
319,17868,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
320,22789,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
321,34851,0.25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
322,29997,0.25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
323,34010,0.25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
324,19686,0.25,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
325,14757,0.25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
326,16502,0.25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
327,11490,0.25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
328,7843,0.25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
